onTimeDeliveryRate,financialScore,defectRate,disputeFrequency,geopoliticalRiskFlag,totalShipments,averageDelayDays,daysSinceLastShip,activeShipmentCount,categoryRisk,riskScore,riskTier
57.55,56.17,6.19,9.72,0,145,4.45,26.2,12,1,32.6,medium
31.2,47.71,15.97,11.53,1,13,10.07,83.6,38,2,63.2,high
71.86,56.66,14.27,7.07,1,97,4.89,82.7,12,2,43.29,medium
75.9,60.44,7.6,6.61,0,113,7.93,70.6,9,1,30.15,medium
86.19,84.83,3.51,0.6,0,147,2.87,3.2,1,0,11.62,low
84.97,85.48,4.7,2.28,0,284,1.94,26.4,5,1,12.95,low
71.42,59.82,6.62,4.78,0,81,7.93,24.6,14,1,29.68,low
82.81,88.85,2.23,2.72,0,158,2.72,4.7,6,1,13.63,low
84.61,87.24,1.02,2.22,0,164,2.31,15.3,2,1,12.3,low
49.42,39.45,19.45,11.01,0,55,12.84,86.9,23,3,55.35,medium
43.35,36.25,17.6,8.18,0,33,8.07,126.2,27,1,50.94,medium
4.85,6.67,23.35,18.37,1,6,17.6,165.9,43,3,91.42,critical
55.84,45.75,7.07,7.48,0,58,6.02,57.9,11,1,36.85,medium
1.23,12.76,24.6,18.55,1,1,18.36,159.9,47,3,92.51,critical
27.51,42.65,21.37,9.28,1,14,10.15,94.7,29,2,65.88,high
55.3,68.82,5.29,5.39,1,137,6.37,30.3,5,2,38.35,medium
96.0,75.84,2.4,0.77,0,251,1.08,17.7,4,1,10.09,low
68.83,69.73,8.71,9.08,0,112,4.61,37.0,15,1,29.54,low
34.73,29.68,17.93,13.56,1,45,10.78,67.8,29,2,66.53,high
30.23,25.39,19.3,12.4,1,44,11.65,61.5,28,3,70.0,high
12.29,9.59,29.28,17.48,1,1,16.74,170.8,42,3,91.16,critical
53.06,38.05,12.64,9.75,1,48,10.39,90.4,38,3,58.89,medium
0.6,5.03,25.58,17.7,1,7,18.83,168.7,44,3,94.22,critical
32.45,20.72,16.58,11.31,1,22,10.63,94.9,22,3,68.48,high
42.3,39.69,14.23,8.5,1,52,10.62,75.9,38,3,60.85,high
3.49,1.6,27.17,16.19,1,7,19.53,155.3,44,3,94.32,critical
88.45,91.58,2.59,2.15,0,101,0.29,3.8,3,2,12.16,low
39.59,39.65,13.91,13.27,1,29,8.94,62.1,37,3,62.6,high
38.54,38.49,16.01,14.83,0,12,11.61,109.6,21,3,58.4,medium
86.21,88.29,0.78,1.57,0,155,1.6,16.2,4,1,11.2,low
12.69,13.94,27.92,18.66,1,4,16.26,178.6,42,3,90.09,critical
85.25,95.07,4.76,2.11,0,199,1.1,20.4,2,1,11.36,low
29.6,33.6,18.66,10.43,1,30,9.57,114.4,39,2,67.03,high
77.19,59.33,6.11,5.76,0,96,4.42,31.8,24,0,26.07,low
91.08,88.19,1.17,0.62,0,211,2.71,12.2,6,1,9.84,low
61.35,53.81,14.3,5.94,0,98,3.66,84.7,16,3,38.51,medium
92.02,92.1,4.88,2.41,0,288,1.06,15.7,8,0,8.45,low
2.22,4.87,22.0,18.28,1,5,17.75,155.6,42,2,90.11,critical
50.22,43.72,21.4,13.96,1,55,8.57,128.4,27,0,59.47,medium
66.15,49.37,11.34,8.86,0,148,4.95,87.9,12,1,35.52,medium
37.18,40.66,21.83,10.2,0,40,11.26,93.1,29,2,57.07,medium
73.68,48.53,7.01,4.15,0,91,5.38,38.3,17,2,31.3,medium
73.24,56.23,5.66,4.77,1,119,6.32,25.1,6,0,34.04,medium
0.53,7.09,29.62,19.79,1,2,17.65,156.2,49,3,96.28,critical
52.83,35.11,21.4,9.13,1,38,8.54,67.5,25,2,59.4,medium
48.91,20.98,19.9,9.56,1,12,11.3,80.3,20,2,64.2,high
59.8,71.67,13.89,6.09,0,128,3.44,39.0,14,1,31.15,medium
84.13,99.53,4.83,0.54,0,294,0.17,28.6,0,2,9.58,low
1.97,14.03,24.8,19.78,1,2,18.53,158.5,41,2,91.07,critical
89.21,90.64,1.38,0.49,0,133,0.52,0.8,1,0,7.58,low
12.75,5.09,22.35,19.53,1,3,19.01,162.1,43,3,90.89,critical
75.89,51.83,7.45,8.89,1,118,6.4,81.8,10,0,38.78,medium
14.93,1.53,27.35,17.07,1,2,19.08,158.2,43,3,92.12,critical
65.76,49.93,13.46,5.21,0,51,5.96,77.7,10,0,34.85,medium
74.05,50.72,8.75,7.97,0,109,3.55,88.0,18,3,34.72,medium
6.37,6.26,25.39,16.43,1,6,19.12,171.7,48,2,91.25,critical
48.21,20.29,12.84,12.51,0,46,9.09,99.6,27,2,53.87,medium
81.21,86.93,0.15,1.03,0,269,1.67,7.3,9,0,9.36,low
11.48,5.64,26.67,19.29,1,1,16.83,170.6,43,3,91.87,critical
13.15,10.79,24.61,16.32,1,3,17.08,158.9,45,3,88.15,critical
36.65,41.73,19.11,8.03,0,16,13.24,127.6,32,2,57.15,medium
48.88,26.04,19.6,14.39,1,53,9.98,123.4,33,2,66.23,high
4.17,3.79,29.44,19.16,1,2,19.54,153.5,49,3,96.75,critical
34.76,49.01,16.59,13.39,0,26,13.39,62.8,22,3,56.81,medium
14.36,3.21,23.02,16.82,1,2,18.11,169.4,42,3,89.38,critical
57.51,46.74,7.51,4.48,1,66,4.22,48.7,17,0,40.77,medium
62.86,63.69,12.89,5.91,0,36,4.6,78.6,19,3,37.22,medium
55.92,45.82,7.94,8.83,1,94,5.5,53.5,8,2,46.11,medium
95.81,80.15,0.06,2.49,0,198,2.2,21.1,4,0,9.24,low
11.36,9.9,25.14,18.04,1,7,16.75,156.0,46,3,89.58,critical
38.51,39.97,14.27,12.8,1,55,12.88,118.6,38,1,63.4,high
34.89,34.51,15.46,9.27,0,34,10.54,104.4,25,2,54.81,medium
11.22,14.94,22.65,16.22,1,4,18.87,170.6,43,3,88.02,critical
43.74,26.17,13.06,8.58,1,20,9.93,84.2,33,2,60.92,high
12.64,14.01,29.99,16.91,1,5,18.26,168.2,40,3,90.98,critical
51.19,36.27,21.28,14.41,1,43,11.45,112.1,31,3,66.61,high
94.66,87.79,4.28,0.23,0,255,0.93,8.6,7,0,7.39,low
7.49,10.44,23.94,17.2,0,5,16.74,159.1,40,2,79.62,high
33.36,29.57,20.51,12.61,0,18,13.69,111.6,26,3,63.75,high
25.3,41.73,18.05,10.32,0,50,10.71,94.7,35,2,57.83,medium
58.32,55.04,10.91,9.14,1,130,7.0,46.6,20,0,44.03,medium
90.28,92.67,4.88,1.31,0,152,1.47,18.8,1,2,12.41,low
98.89,79.08,0.32,0.74,0,168,1.79,10.8,4,1,9.25,low
35.9,49.75,18.22,11.04,0,41,8.01,105.9,21,1,50.8,medium
33.36,37.57,21.62,12.7,1,22,8.53,133.1,35,3,68.92,high
28.69,26.12,19.35,14.07,1,45,9.54,98.1,38,3,71.39,high
8.27,11.06,23.92,17.51,0,5,17.74,174.7,49,3,82.49,critical
3.39,2.25,24.52,19.89,1,1,19.4,153.2,42,1,91.96,critical
65.66,65.52,12.47,4.31,0,110,6.9,71.9,17,1,32.7,medium
6.8,5.18,29.13,16.49,1,2,18.16,164.8,44,3,93.46,critical
72.16,67.3,9.8,5.26,0,31,3.77,68.4,16,2,30.53,medium
71.88,56.43,12.28,5.21,0,109,4.56,45.0,6,2,31.8,medium
7.83,6.27,24.71,19.19,0,5,16.94,174.1,47,3,84.0,critical
58.97,68.81,10.72,8.75,0,56,3.05,71.9,18,1,33.47,medium
47.01,22.89,13.05,12.59,0,40,11.6,83.2,34,2,55.59,medium
65.78,64.92,7.53,8.45,1,62,5.87,79.1,14,3,43.16,medium
5.04,14.85,22.35,18.73,1,4,16.51,150.3,49,1,86.47,critical
61.91,71.99,12.99,4.48,0,123,3.02,77.9,15,2,31.5,medium
81.44,98.34,2.3,2.76,0,181,2.64,11.4,2,0,10.42,low
58.69,58.55,12.43,5.66,0,138,3.0,37.7,5,0,30.38,medium
25.42,38.26,19.08,10.43,0,14,10.5,91.2,33,0,56.42,medium
11.73,12.84,28.7,19.72,1,5,16.89,161.5,42,1,88.71,critical
81.74,90.76,3.71,1.6,0,159,0.74,12.0,2,0,10.97,low
71.77,61.35,9.52,5.87,1,43,7.1,29.2,18,3,42.32,medium
86.34,86.52,3.6,0.59,0,197,1.52,20.3,2,1,11.64,low
53.27,49.36,15.13,10.36,1,21,13.7,133.0,35,1,58.66,medium
77.06,46.66,13.13,7.51,0,70,4.71,71.9,9,3,36.74,medium
71.83,61.2,13.93,8.77,0,101,6.65,67.5,16,1,34.83,medium
43.06,28.75,12.27,9.29,1,17,9.11,127.0,31,1,59.6,medium
57.16,63.63,9.69,9.39,0,141,6.31,37.8,17,2,35.96,medium
85.48,75.34,0.59,0.87,0,254,1.65,3.8,5,3,14.43,low
47.11,20.11,19.89,12.45,1,24,10.02,127.1,25,0,64.04,high
73.33,73.03,14.52,4.12,0,89,4.19,82.2,15,0,27.91,low
34.57,30.73,13.3,9.18,1,24,9.91,77.4,31,3,63.49,high
69.25,62.64,7.67,4.75,0,142,3.67,84.1,6,1,27.44,low
2.44,8.97,28.22,16.29,1,6,19.12,164.7,46,3,93.89,critical
3.96,8.49,28.77,19.93,0,1,16.19,173.3,40,3,85.75,critical
29.16,37.86,19.28,8.24,1,38,11.32,68.3,23,3,65.53,high
81.28,85.75,4.18,0.63,0,120,2.01,14.1,9,2,16.25,low
35.67,31.36,13.52,9.79,1,30,8.56,122.1,25,2,61.83,high
93.89,90.17,2.71,0.41,0,151,0.63,18.5,2,1,8.85,low
73.28,53.64,5.56,5.68,1,107,5.49,20.1,24,2,38.56,medium
96.16,93.52,3.5,1.19,0,241,0.8,11.2,2,0,5.92,low
82.8,75.36,2.93,0.45,0,241,0.8,7.9,6,2,14.4,low
55.5,46.87,11.54,8.18,0,46,7.73,56.4,18,3,43.55,medium
13.64,10.16,27.65,18.78,1,1,18.09,163.0,47,3,91.68,critical
96.71,82.38,4.92,0.83,0,102,2.5,21.8,6,0,11.71,low
27.88,29.83,17.58,8.87,0,36,9.0,120.2,39,2,58.51,medium
60.82,46.32,6.68,8.03,0,89,5.17,33.3,22,1,35.16,medium
91.95,76.33,4.13,2.36,1,183,0.03,17.5,5,0,19.5,low
61.89,64.29,10.33,7.8,0,60,3.44,73.9,17,0,31.8,medium
49.36,28.64,17.08,12.74,0,19,11.8,91.7,21,3,56.87,medium
61.04,64.07,12.2,7.31,0,84,6.7,88.9,6,1,35.08,medium
78.33,54.99,11.19,4.14,0,44,5.78,24.4,11,0,28.47,low
37.32,22.48,20.72,11.04,1,30,12.13,97.3,37,3,70.93,high
56.63,54.97,5.7,4.74,1,142,6.41,65.7,18,1,40.86,medium
27.09,48.49,15.17,9.5,0,34,10.37,139.1,33,3,56.64,medium
51.54,25.82,14.01,13.63,1,17,8.95,130.2,35,3,64.2,high
26.13,33.82,18.87,8.7,1,21,10.52,62.8,36,0,63.63,high
63.99,60.32,5.89,9.51,0,149,5.58,87.9,23,0,31.72,medium
55.44,48.39,13.93,8.52,0,133,6.52,54.9,17,3,42.57,medium
0.33,13.4,26.7,19.98,1,1,19.61,151.0,47,3,94.83,critical
70.67,45.65,10.18,9.07,0,80,7.19,34.8,23,2,38.05,medium
91.86,84.18,1.35,0.7,0,154,0.53,18.1,7,2,11.51,low
9.84,8.12,25.46,17.01,1,6,16.98,171.3,45,3,90.28,critical
92.46,99.53,2.14,0.7,0,133,1.71,25.5,7,0,7.48,low
86.09,99.89,4.29,0.6,0,218,1.36,25.8,9,2,11.25,low
64.47,69.7,11.49,9.29,0,95,3.5,71.1,23,1,32.86,medium
75.26,66.67,5.57,9.08,0,52,5.1,61.0,7,1,28.2,low
13.05,5.35,28.54,18.98,1,5,19.92,175.6,45,2,93.02,critical
64.56,55.91,13.35,9.32,0,86,3.55,29.7,6,1,34.08,medium
13.6,10.34,27.67,17.97,1,5,18.29,162.6,41,3,90.85,critical
39.22,44.04,16.2,14.73,1,25,9.57,125.8,24,3,64.49,high
72.4,48.71,9.83,9.37,1,37,4.67,63.2,6,1,42.11,medium
39.59,33.36,13.52,10.45,1,14,8.51,65.5,28,1,58.77,medium
3.83,12.04,24.22,16.85,1,5,19.43,175.7,49,2,90.8,critical
61.22,52.22,14.43,5.25,0,118,5.07,88.9,9,2,37.32,medium
12.68,6.82,28.26,18.23,1,5,16.71,151.4,43,3,91.05,critical
1.48,13.75,29.93,17.87,1,4,19.09,150.4,45,2,93.11,critical
93.92,84.26,3.07,0.13,0,126,1.62,0.1,0,1,10.3,low
50.08,34.39,14.2,8.33,0,26,12.02,109.1,24,2,51.46,medium
10.78,7.84,27.44,19.91,1,2,16.05,171.0,40,2,90.25,critical
47.94,46.74,21.12,9.02,1,11,12.32,92.6,22,2,61.14,high
86.77,97.56,3.1,2.93,0,298,0.87,23.8,5,0,7.74,low
11.09,12.91,23.82,17.67,1,6,16.25,175.5,46,3,88.44,critical
0.59,1.52,23.76,19.31,1,1,18.48,170.9,49,2,93.79,critical
14.33,7.93,22.85,18.48,1,2,16.76,174.2,42,2,87.25,critical
87.29,75.23,4.45,1.48,0,226,1.72,6.3,8,1,14.21,low
7.6,11.03,23.05,19.89,1,1,16.39,156.6,46,3,90.03,critical
90.25,89.48,2.82,2.72,0,169,0.47,21.0,0,1,10.54,low
39.64,37.89,15.98,11.66,0,50,12.79,126.8,39,3,58.69,medium
35.89,49.35,16.08,11.2,1,13,13.79,98.4,35,2,64.08,high
6.92,6.32,25.33,16.74,1,4,19.76,160.1,42,3,92.25,critical
56.15,72.41,9.58,9.26,0,88,4.1,74.0,8,1,32.62,medium
87.36,86.81,3.08,0.12,0,219,2.87,14.7,1,2,12.53,low
97.97,75.42,3.59,1.07,0,168,1.6,8.6,2,1,11.48,low
30.85,35.21,14.64,12.11,0,44,13.73,73.7,22,2,57.48,medium
44.92,45.85,18.48,10.96,0,17,12.22,128.2,28,3,56.16,medium
79.07,46.89,9.48,7.39,0,112,4.09,63.6,9,3,33.38,medium
75.15,63.13,12.47,9.92,1,124,5.96,59.5,6,1,39.94,medium
32.43,24.11,20.33,8.46,1,48,13.58,119.7,24,2,69.0,high
87.79,83.79,4.48,0.33,1,264,2.76,7.9,4,0,18.49,low
97.88,78.76,2.89,0.53,0,265,2.65,8.2,2,0,8.31,low
0.84,3.63,24.44,16.56,1,5,16.4,162.9,40,3,91.44,critical
75.91,74.99,13.85,5.16,0,70,5.07,22.2,19,3,30.97,medium
6.86,13.18,28.97,16.83,1,4,16.83,171.7,43,2,90.02,critical
1.68,1.2,22.33,18.72,1,3,16.92,168.8,44,2,91.25,critical
12.28,4.64,27.03,18.2,1,5,17.11,162.5,48,3,91.83,critical
52.94,25.07,19.83,10.5,1,29,12.84,136.1,30,3,67.09,high
78.45,56.38,8.77,6.77,0,149,4.18,69.0,13,0,27.17,low
54.88,40.73,16.82,13.25,0,47,12.8,79.7,24,3,53.81,medium
57.7,57.05,6.66,6.57,0,35,3.76,32.7,20,3,35.55,medium
71.91,65.44,13.27,4.33,0,131,4.71,65.2,23,0,29.13,low
5.86,3.83,27.7,18.53,1,1,16.8,159.8,43,1,90.61,critical
73.72,57.62,6.18,7.43,0,89,4.58,86.0,13,1,29.86,low
79.82,60.84,10.76,8.75,1,107,3.41,85.5,13,0,36.44,medium
35.59,42.49,16.71,11.27,1,59,9.43,99.0,24,3,62.95,high
77.62,58.1,11.67,6.14,1,109,4.08,81.1,19,2,39.96,medium
49.51,43.04,18.59,14.9,0,43,9.67,115.8,23,1,52.46,medium
78.54,53.14,8.43,6.11,0,83,4.54,77.7,10,2,30.96,medium
72.33,62.14,10.04,8.92,1,122,3.57,46.9,7,1,37.5,medium
89.44,84.57,0.04,1.59,0,188,0.12,0.2,0,1,8.82,low
0.32,11.55,27.38,16.59,1,3,16.14,159.4,43,2,90.22,critical
6.78,13.41,26.93,19.51,1,4,17.3,166.1,40,3,91.63,critical
67.65,66.19,10.21,8.99,1,56,4.61,84.6,21,2,42.71,medium
60.71,54.61,11.04,7.42,0,56,3.53,46.8,23,3,37.93,medium
78.71,69.88,5.64,7.69,0,37,7.49,47.2,14,0,26.75,low
2.15,0.22,25.22,16.73,1,4,18.19,175.8,45,2,92.66,critical
69.96,73.15,5.45,9.53,0,78,3.38,33.0,18,2,28.57,low
87.24,78.53,2.35,1.1,0,167,0.21,3.4,2,2,13.13,low
89.97,86.36,2.9,0.76,0,189,2.78,6.2,6,0,10.16,low
57.14,63.3,6.82,6.68,0,96,5.91,41.8,19,2,33.94,medium
30.0,30.49,19.16,9.24,1,36,10.61,127.0,29,2,67.17,high
9.72,8.51,24.18,19.75,1,6,16.53,160.3,46,3,90.57,critical
14.1,13.05,24.5,17.54,1,1,16.0,159.2,45,3,87.48,critical
38.36,21.5,19.19,9.9,0,17,8.14,73.7,32,2,57.12,medium
98.42,96.94,4.19,0.84,0,206,2.42,13.5,0,0,6.28,low
7.61,7.5,27.28,16.47,1,1,16.69,165.4,49,3,91.53,critical
77.89,69.34,5.33,6.23,0,135,3.85,63.6,5,2,24.98,low
97.9,98.69,0.42,1.39,0,272,0.18,6.5,5,2,5.29,low
75.24,63.82,8.21,9.68,0,110,3.4,86.2,5,3,31.52,medium
42.11,45.75,21.22,14.21,0,24,13.67,135.7,34,3,61.13,high
82.11,86.96,4.09,0.23,0,177,0.73,18.9,2,1,12.3,low
4.22,1.45,23.07,18.94,1,7,18.9,167.6,49,3,93.93,critical
12.35,5.4,25.0,18.23,1,6,17.37,153.0,41,3,90.12,critical
81.46,76.28,1.09,1.43,0,245,1.37,10.5,0,1,12.69,low
12.08,10.27,24.74,19.35,1,5,19.86,171.7,45,2,90.65,critical
33.95,29.5,13.51,11.65,0,32,12.58,84.7,24,0,54.28,medium
92.13,83.03,4.08,0.64,0,120,1.19,13.1,4,3,14.74,low
76.39,69.98,10.99,5.86,0,72,3.6,57.3,11,3,30.01,medium
51.97,41.59,19.95,10.8,0,30,10.48,130.6,36,3,55.46,medium
47.65,45.3,21.55,13.73,1,49,9.27,110.0,24,3,63.56,high
95.99,77.11,0.07,2.43,0,225,2.78,22.0,5,2,12.47,low
72.28,73.21,12.72,7.69,0,90,6.83,39.1,15,1,31.0,medium
43.37,41.36,18.67,8.33,0,44,12.58,124.3,29,2,54.6,medium
39.01,29.32,18.37,13.4,1,47,8.27,132.5,35,1,64.83,high
69.17,52.02,7.74,7.62,0,35,6.16,60.7,14,1,33.88,medium
51.31,27.51,17.5,10.84,1,50,12.15,111.1,20,3,64.04,high
4.62,14.73,28.67,16.59,1,2,16.22,160.2,41,3,90.56,critical
96.98,75.59,0.29,2.96,0,295,1.58,22.7,6,2,11.34,low
44.3,40.16,18.97,11.12,0,49,13.65,70.4,26,2,55.28,medium
80.66,77.97,4.83,0.26,0,144,2.77,23.7,7,1,16.77,low
62.51,55.75,8.91,7.96,1,74,5.36,22.0,21,1,42.08,medium
60.61,67.38,8.72,8.33,0,84,6.84,55.1,20,2,35.25,medium
75.58,48.85,9.05,9.39,0,53,3.35,53.1,11,1,32.2,medium
66.25,48.9,7.1,6.42,0,144,7.19,86.4,8,3,36.1,medium
98.19,90.34,3.33,2.97,0,218,0.45,4.3,2,2,9.46,low
9.8,4.55,27.57,18.1,0,7,18.58,172.7,45,3,85.44,critical
7.24,7.03,27.3,18.06,1,6,18.55,159.6,45,3,93.1,critical
72.53,64.47,12.4,8.38,0,111,7.98,65.6,8,3,35.82,medium
69.17,57.2,9.52,5.41,0,59,3.7,51.4,20,0,29.81,low
11.67,10.0,29.24,18.57,1,1,17.09,177.3,48,3,92.58,critical
86.82,78.85,0.05,1.31,0,176,0.89,14.6,0,0,9.89,low
52.73,39.47,18.68,9.65,1,36,12.66,137.2,30,3,63.4,high
14.25,11.81,24.62,16.46,1,1,18.05,165.8,43,3,88.4,critical
73.79,59.72,10.11,4.8,1,81,3.37,86.9,6,3,39.49,medium
96.0,91.14,4.65,0.71,0,238,0.92,24.3,8,2,10.22,low
10.55,12.7,24.53,17.47,1,2,17.91,161.0,43,3,89.32,critical
47.95,47.83,14.14,10.41,1,23,8.74,66.0,29,3,57.37,medium
98.66,76.49,1.8,0.77,0,160,2.19,4.1,7,0,9.58,low
46.52,27.82,12.12,8.63,1,24,13.84,128.5,35,2,63.04,high
76.53,54.86,5.6,9.81,0,143,6.24,49.3,19,1,30.59,medium
30.8,33.26,17.64,10.44,0,31,11.37,133.8,28,3,60.31,high
87.98,81.7,4.04,1.02,0,202,1.97,9.4,6,0,11.51,low
83.47,91.38,4.25,2.45,0,190,1.2,19.7,1,0,11.1,low
6.13,9.17,26.9,16.78,1,4,16.7,163.1,48,2,90.04,critical
35.69,43.93,17.48,11.69,1,39,12.28,84.9,34,3,65.7,high
97.93,96.12,1.68,1.35,0,219,1.43,2.6,2,1,6.1,low
44.36,35.23,16.33,13.0,0,11,10.25,100.7,34,2,55.65,medium
62.74,45.04,8.19,6.33,0,139,7.98,49.6,5,2,36.18,medium
78.39,57.53,8.46,5.03,0,46,6.96,89.6,13,1,30.79,medium
60.61,66.01,14.66,6.14,0,59,5.03,36.3,24,2,36.32,medium
11.66,3.05,28.88,19.71,1,4,17.99,155.4,49,1,91.67,critical
63.11,50.84,12.49,9.55,1,140,3.01,28.8,9,1,42.2,medium
29.66,46.15,12.09,9.26,1,24,8.7,136.3,37,2,61.0,high
26.85,33.7,18.84,11.1,0,39,11.48,132.0,21,2,60.01,high
94.64,89.34,4.27,0.38,0,168,1.58,11.5,3,0,8.48,low
93.05,84.55,3.37,0.86,0,228,1.0,9.4,6,0,8.56,low
12.8,11.67,28.34,17.15,1,1,17.08,168.1,48,3,90.69,critical
87.89,98.51,1.64,0.87,0,234,2.39,27.4,0,3,11.05,low
3.06,0.06,27.25,18.81,1,1,18.76,171.4,48,3,96.33,critical
35.11,46.04,16.03,10.5,1,57,9.56,98.9,21,2,60.24,high
99.99,85.46,0.67,1.93,0,278,0.98,23.7,2,0,5.46,low
4.62,4.77,22.61,18.77,1,5,17.22,168.9,43,3,91.52,critical
14.93,5.61,22.56,19.33,1,1,18.97,170.5,42,3,90.42,critical
6.13,11.59,22.27,18.81,1,1,16.85,160.3,47,3,89.78,critical
10.73,11.41,27.3,19.55,1,2,16.59,177.8,41,3,91.26,critical
62.14,61.98,11.81,8.42,1,47,4.45,37.7,14,1,42.23,medium
6.12,6.21,27.23,16.18,1,7,18.17,153.7,45,3,92.16,critical
96.29,90.19,1.77,1.36,0,218,0.63,26.0,1,1,7.55,low
64.56,50.82,12.43,4.53,1,83,4.7,39.9,5,0,39.72,medium
88.38,81.85,2.67,2.43,0,191,1.36,11.9,9,0,11.54,low
26.1,42.59,13.36,14.12,0,13,8.6,89.2,21,3,56.54,medium
37.21,41.11,20.44,11.19,0,43,10.75,97.7,29,3,57.92,medium
67.45,66.47,9.82,5.31,0,119,7.28,29.3,9,1,29.92,low
5.95,1.37,29.6,18.23,1,2,16.25,155.1,46,2,92.89,critical
9.62,4.28,28.12,17.34,1,1,16.86,177.7,46,3,92.64,critical
27.87,37.07,17.97,14.32,0,58,12.88,90.4,35,2,61.18,high
32.86,30.59,13.77,10.95,1,39,11.39,96.5,32,3,66.19,high
33.61,45.82,16.4,11.53,1,47,8.41,69.0,26,3,61.8,high
11.42,13.54,25.84,17.44,0,6,18.87,151.3,49,3,82.36,critical
11.75,1.48,22.37,16.31,1,5,19.76,161.6,45,3,90.72,critical
88.61,79.77,2.75,2.56,1,219,1.88,26.3,9,3,24.23,low
95.87,93.78,1.31,1.96,0,259,0.45,16.6,5,0,5.2,low
49.87,28.58,14.37,9.48,1,45,13.17,64.9,36,2,61.62,high
7.85,12.7,26.29,17.83,1,2,17.3,155.6,40,2,88.85,critical
47.66,21.63,20.02,9.71,1,47,8.2,108.1,21,2,62.86,high
3.65,2.37,26.11,17.63,1,2,19.26,165.6,45,3,94.58,critical
75.34,71.67,5.95,7.55,1,92,7.66,27.3,17,1,35.75,medium
2.21,4.04,24.66,17.08,1,4,19.58,173.3,43,3,93.82,critical
41.65,43.01,12.36,11.92,0,16,12.33,116.6,32,3,55.16,medium
29.07,47.63,18.72,12.15,0,21,11.59,134.3,24,3,59.43,medium
46.64,24.67,18.52,10.8,0,35,10.95,127.1,21,2,56.62,medium
61.11,49.79,5.58,4.89,0,53,7.61,38.7,14,0,32.48,medium
60.3,64.64,14.27,9.08,1,126,3.22,42.2,23,1,42.66,medium
9.76,9.04,25.22,16.09,1,3,18.64,175.2,41,3,90.35,critical
33.07,37.92,19.51,11.45,1,26,13.79,72.3,27,1,65.75,high
74.95,63.03,10.25,5.49,0,44,7.2,75.4,18,1,31.88,medium
32.76,26.58,16.57,8.91,0,11,11.39,122.0,39,2,59.38,medium
1.3,1.84,24.35,17.44,1,5,18.51,154.2,48,2,92.44,critical
10.46,8.4,23.69,18.07,1,5,18.94,171.0,42,2,89.4,critical
0.27,3.8,24.25,16.65,1,6,19.72,150.7,47,3,93.76,critical
81.2,88.14,2.03,1.4,0,188,1.54,5.0,5,0,10.85,low
1.24,11.59,22.5,17.08,1,6,16.03,155.7,45,3,89.28,critical
44.21,27.29,15.42,9.51,0,11,9.59,85.3,26,3,54.9,medium
2.48,2.36,29.31,16.94,1,6,18.88,161.5,47,3,95.77,critical
9.32,4.94,26.39,16.59,0,3,17.1,170.9,43,3,83.13,critical
84.41,80.75,0.26,1.59,0,115,0.14,3.7,0,0,10.44,low
4.55,13.32,25.87,18.07,1,1,19.72,169.5,42,3,92.66,critical
6.58,6.2,28.43,19.37,1,4,17.61,157.4,49,3,94.32,critical
91.39,93.72,1.84,1.65,0,163,1.21,22.0,0,1,9.09,low
9.01,13.35,22.21,19.11,1,5,17.79,152.7,43,3,88.98,critical
81.33,83.64,4.25,1.21,0,115,1.14,3.0,8,2,16.17,low
85.89,84.7,1.93,0.47,0,266,2.13,11.3,8,1,10.95,low
12.36,2.74,24.72,19.57,1,3,18.34,167.1,40,3,91.99,critical
54.74,44.62,18.02,12.41,0,14,9.56,81.4,35,2,51.37,medium
10.79,13.51,24.05,18.32,0,4,18.8,159.6,47,3,82.11,critical
98.01,75.25,3.83,0.77,0,251,1.61,18.0,3,0,9.33,low
96.06,88.71,4.21,0.39,0,238,0.98,16.7,7,0,7.41,low
11.1,8.52,25.25,16.97,1,5,18.92,162.7,43,3,90.63,critical
28.01,30.57,14.66,11.62,0,23,8.16,79.6,21,1,54.36,medium
32.28,46.1,12.47,13.42,1,42,13.74,91.0,20,3,64.44,high
34.53,28.34,17.9,14.69,1,16,13.52,126.1,20,3,71.3,high
72.04,45.66,7.51,6.6,0,86,7.92,71.0,10,1,34.05,medium
5.31,11.44,29.61,19.51,1,5,18.27,169.7,40,3,94.21,critical
40.9,24.42,19.95,13.56,0,15,13.19,116.6,30,3,63.4,high
79.46,46.75,12.3,8.65,0,47,4.7,86.0,16,0,33.55,medium
64.84,45.29,9.14,9.62,0,122,3.56,43.3,21,1,35.14,medium
63.49,72.75,13.24,8.06,0,120,7.34,86.6,23,2,36.39,medium
78.04,50.59,11.75,8.82,0,105,7.7,76.2,8,2,35.84,medium
52.52,23.98,18.2,14.62,1,40,12.47,70.4,27,2,65.27,high
47.71,21.59,14.85,12.53,0,48,11.9,96.8,32,2,56.69,medium
63.24,73.1,5.78,7.02,0,47,5.73,51.8,13,3,32.14,medium
29.9,37.58,16.27,10.9,0,53,8.14,94.2,25,2,54.64,medium
66.47,47.97,14.75,5.71,0,131,7.94,33.3,16,3,39.52,medium
41.92,49.05,13.49,11.68,1,34,8.35,127.0,32,1,57.35,medium
92.91,99.07,0.19,2.0,0,151,2.22,27.0,0,0,6.73,low
72.85,51.72,6.84,5.71,0,121,7.86,39.2,17,2,32.72,medium
3.94,11.64,28.36,18.46,1,5,17.81,164.2,40,3,92.96,critical
64.29,68.32,11.89,4.22,1,83,7.26,87.9,12,1,40.72,medium
