currentStock,averageDailyDemand,leadTimeDays,demandVariance,supplierRiskScore,safetyStock,reorderPoint,incomingStockDays,pendingOrderQty,isCriticalItem,riskScore,riskTier
726.24,41.87,20.69,73.1,23.02,362.97,796.16,0.0,0.0,1,29.1,low
940.17,39.6,23.0,35.05,20.57,350.3,805.67,0.0,0.0,0,16.15,low
570.0,118.55,40.61,111.13,72.37,1042.4,3449.37,23.8,1501.92,1,60.83,high
1785.94,104.63,17.35,17.21,2.42,434.34,1342.24,0.0,0.0,0,4.58,low
2064.65,106.26,22.48,38.75,30.11,998.24,2192.51,0.0,0.0,0,12.04,low
0.51,34.36,50.86,122.43,83.7,294.76,1168.54,0.0,0.0,1,84.77,critical
72.74,102.24,52.03,115.83,98.73,377.27,3036.93,0.0,0.0,1,80.95,critical
1058.15,192.36,41.18,60.05,71.89,1480.81,5441.36,0.0,0.0,0,40.36,medium
25.51,7.17,25.21,113.44,74.72,31.83,122.15,11.0,61.06,1,51.3,medium
121.5,161.76,58.0,141.54,85.05,1081.33,5771.91,0.0,0.0,1,80.91,critical
2354.05,164.68,10.08,38.11,43.13,1430.2,2260.13,5.2,3158.67,1,15.12,low
1192.77,77.51,16.23,21.96,21.02,282.58,911.59,0.0,0.0,0,8.09,low
3161.7,177.62,34.41,42.14,22.39,1146.98,4202.59,18.6,1235.05,1,22.47,low
875.3,64.98,31.54,67.23,37.55,339.34,1364.02,0.0,0.0,0,27.16,low
5292.09,116.5,13.08,9.37,20.81,1096.71,1858.49,0.0,0.0,0,5.21,low
331.61,63.52,43.25,104.52,57.66,368.52,1742.21,19.1,802.08,0,39.38,medium
3400.25,135.56,16.68,24.55,8.28,676.02,1806.26,0.0,0.0,0,5.39,low
100.43,141.58,42.1,132.71,84.63,439.86,3419.88,0.0,0.0,1,76.09,high
1556.75,195.93,28.19,83.98,57.54,1502.25,4264.34,0.0,0.0,1,37.24,medium
232.42,99.78,39.08,114.32,50.99,414.8,2364.75,0.0,0.0,1,61.87,high
1250.69,171.35,49.0,119.07,56.1,1326.81,5524.94,2.5,1143.63,1,43.47,medium
2165.35,94.78,34.36,38.67,21.35,933.3,2561.79,34.3,971.95,0,14.07,low
1125.26,149.16,30.26,43.85,45.63,467.96,2724.93,0.0,0.0,0,23.61,low
164.17,30.72,28.46,52.02,54.31,105.43,542.46,0.0,0.0,0,34.86,medium
254.31,8.82,13.5,11.55,21.3,47.27,106.77,8.2,90.63,0,13.09,low
145.52,138.66,47.36,142.33,94.35,1187.98,4471.11,0.0,0.0,1,81.62,critical
6854.72,124.74,6.73,12.68,21.37,1237.68,1657.19,0.0,0.0,0,4.68,low
2893.37,139.78,12.13,63.72,39.84,991.25,1839.33,0.0,0.0,0,11.87,low
1151.35,186.77,34.98,93.33,55.84,1117.62,4384.59,24.5,3607.8,0,28.21,low
3208.5,161.28,34.82,53.07,45.31,1248.08,4056.04,0.0,0.0,0,17.79,low
195.37,102.81,51.97,121.41,86.38,776.17,3447.86,0.0,0.0,1,77.23,high
36.49,194.37,47.72,136.51,83.19,718.75,5356.18,0.0,0.0,1,79.23,high
1137.52,181.48,40.6,73.45,76.09,1577.65,5261.73,0.0,0.0,0,41.32,medium
2119.42,198.17,27.33,76.28,53.06,904.22,3612.09,9.6,3622.19,0,18.13,low
850.66,141.1,42.91,92.75,53.52,997.65,4024.75,2.3,1744.5,0,34.32,medium
6513.42,111.54,11.03,8.78,24.32,1054.09,1669.44,0.0,0.0,0,5.33,low
570.9,92.83,48.81,117.25,60.71,762.44,3028.03,43.1,846.7,0,46.56,medium
1385.59,178.8,43.8,79.17,71.93,1461.57,5377.11,0.0,0.0,1,44.6,medium
116.3,186.1,42.79,146.31,76.83,677.44,4659.18,0.0,0.0,1,75.1,high
11.44,13.17,56.22,142.15,80.92,51.67,421.8,0.0,0.0,1,78.52,high
2243.81,76.83,13.39,14.0,2.18,500.28,1014.5,0.0,0.0,0,4.23,low
1249.45,92.43,10.39,71.67,29.13,513.19,993.49,0.0,0.0,0,14.19,low
675.46,136.33,43.71,107.14,61.42,845.71,3825.26,0.0,0.0,1,53.09,medium
1048.4,60.26,14.96,19.67,8.28,340.87,791.71,0.0,0.0,1,16.9,low
494.8,172.63,32.65,71.54,74.29,936.56,3754.83,0.0,0.0,1,57.08,medium
182.77,161.89,49.03,146.4,92.56,1315.69,5284.88,0.0,0.0,0,69.98,high
1924.36,199.0,14.09,30.33,49.26,973.46,2375.33,6.3,2385.73,1,18.97,low
40.24,10.12,48.12,119.86,55.91,41.35,284.8,0.0,0.0,0,41.34,medium
573.29,55.85,25.01,61.57,25.65,196.68,895.04,6.5,1106.74,0,20.32,low
850.61,199.11,48.57,60.98,79.3,1566.58,6402.01,32.0,2279.45,0,46.29,medium
187.53,54.29,48.86,92.72,71.21,274.55,1600.82,25.0,498.5,1,59.64,medium
400.1,48.18,42.81,61.32,63.45,341.72,1372.92,0.0,0.0,0,38.08,medium
1129.01,153.26,38.96,86.92,52.04,1036.78,4022.59,0.0,0.0,1,41.19,medium
3184.8,171.85,6.74,24.53,10.6,728.66,1308.08,0.0,0.0,1,13.88,low
172.37,163.6,49.34,123.77,86.67,868.29,4904.63,0.0,0.0,1,75.87,high
428.45,59.41,28.12,103.13,66.11,398.97,1234.34,0.0,0.0,0,35.43,medium
1278.06,58.95,28.81,47.83,34.42,459.09,1308.35,11.7,679.27,1,25.05,low
96.99,196.41,42.1,125.22,85.55,1941.99,6076.04,0.0,0.0,0,67.84,high
42.85,22.37,41.35,117.72,81.91,149.93,612.5,0.0,0.0,1,74.08,high
6813.73,167.35,13.67,23.06,13.33,1589.53,2733.6,0.0,0.0,0,5.08,low
5797.62,188.0,6.87,8.37,5.41,1622.46,2268.26,0.0,0.0,0,2.1,low
503.88,130.71,47.46,61.14,73.65,755.85,3857.44,44.8,1947.55,0,44.78,medium
1432.33,44.49,12.45,13.16,11.58,237.93,514.82,0.0,0.0,0,6.6,low
4.62,41.04,40.39,124.47,86.53,230.09,1058.84,0.0,0.0,0,73.13,high
2600.75,199.69,31.55,25.38,22.87,935.17,4085.38,26.1,3016.46,0,13.22,low
633.39,187.4,25.92,102.47,58.84,865.46,3293.83,0.0,0.0,0,39.12,medium
1894.68,61.39,18.17,3.83,12.33,558.11,1115.65,0.0,0.0,0,4.65,low
218.5,93.22,34.91,69.5,50.49,353.87,1980.98,27.9,1637.66,1,54.42,medium
501.02,63.63,29.54,63.0,60.16,595.05,1534.98,0.0,0.0,1,49.59,medium
94.62,164.32,55.92,111.2,76.67,876.29,5470.56,0.0,0.0,0,67.44,high
5430.03,131.59,5.77,8.06,2.33,1255.31,1635.01,0.0,0.0,0,1.78,low
1022.16,136.43,45.3,67.22,71.5,1174.54,4265.0,35.7,735.05,1,46.81,medium
80.61,79.04,51.71,137.39,75.36,620.33,2663.88,0.0,0.0,1,79.76,high
141.12,25.27,49.3,97.87,58.21,225.74,848.61,0.0,0.0,1,61.06,high
6033.4,193.18,7.71,13.06,6.5,896.09,1641.21,0.0,0.0,0,2.62,low
52.3,145.37,41.8,144.73,98.07,1252.08,4290.04,0.0,0.0,1,83.9,critical
1771.28,117.02,15.78,55.38,31.48,973.85,1896.97,13.7,2038.97,0,9.79,low
140.33,125.03,45.21,139.65,86.28,892.55,3719.01,0.0,0.0,1,79.3,high
2880.44,118.31,15.58,22.06,14.52,860.37,1781.99,0.0,0.0,0,6.06,low
1458.4,26.56,18.88,14.78,3.64,238.15,488.87,0.0,0.0,0,9.63,low
422.54,151.15,49.59,107.96,54.78,580.03,4327.49,18.7,1749.23,0,42.84,medium
970.06,90.13,10.57,39.43,33.59,344.35,820.9,0.0,0.0,0,10.69,low
18.11,115.93,59.77,132.64,91.73,906.21,4370.65,0.0,0.0,1,86.34,critical
732.29,44.8,5.69,22.56,20.02,139.26,266.65,0.0,0.0,0,9.2,low
196.29,159.94,58.92,149.92,99.87,802.81,5514.21,0.0,0.0,0,69.6,high
1367.44,118.63,27.8,36.1,50.43,747.16,2396.13,0.0,0.0,1,31.14,medium
1834.06,95.75,15.64,0.7,18.07,296.09,1044.77,0.0,0.0,0,4.34,low
2882.66,173.63,28.04,57.74,27.09,1726.85,4160.95,0.0,0.0,0,16.51,low
4862.35,171.48,13.76,4.32,18.62,1149.52,2328.98,0.0,0.0,0,4.37,low
178.3,43.81,39.7,116.64,67.46,184.62,1054.22,0.0,0.0,1,51.3,medium
112.69,11.45,44.28,88.15,79.32,106.49,359.9,0.0,0.0,1,49.79,medium
32.76,23.12,50.92,142.05,79.94,226.22,814.84,0.0,0.0,1,79.6,high
214.53,171.48,48.9,117.14,77.58,1685.51,5877.84,0.0,0.0,0,65.81,high
812.25,99.26,45.25,83.09,74.09,792.96,3038.87,30.7,1418.78,0,36.25,medium
704.66,173.91,47.97,78.82,55.92,873.82,5045.26,16.0,1810.24,1,46.58,medium
1514.31,143.39,18.72,57.7,51.65,919.28,2261.2,14.4,808.06,0,17.9,low
96.14,114.53,46.73,117.22,98.65,705.68,3381.46,0.0,0.0,1,81.74,critical
1837.91,162.81,12.25,36.81,50.74,1065.34,2062.58,7.7,1329.82,0,9.43,low
85.66,69.74,45.32,118.68,76.65,447.63,2027.89,0.0,0.0,1,77.12,high
685.88,194.29,47.0,101.5,70.73,746.47,5312.11,0.0,0.0,0,38.97,medium
2496.41,153.44,13.46,18.97,12.05,520.75,1553.44,0.0,0.0,0,4.72,low
902.0,80.4,29.23,60.64,66.85,780.48,1955.65,19.0,1076.95,1,38.3,medium
11.08,17.55,43.3,124.81,76.08,72.86,452.87,0.0,0.0,1,78.21,high
99.16,140.67,50.48,134.7,81.49,705.25,4255.45,0.0,0.0,1,79.64,high
1759.7,49.66,6.05,25.23,21.48,450.25,600.43,0.0,0.0,0,9.48,low
116.37,6.53,32.76,39.15,54.46,42.7,149.71,22.2,49.04,1,35.22,medium
227.19,163.65,45.47,136.03,82.88,1068.66,4788.9,0.0,0.0,0,65.18,high
582.34,145.71,35.28,80.37,68.77,798.71,3369.04,12.7,2428.79,1,48.63,medium
31.94,87.52,52.13,142.84,93.09,399.39,2680.49,0.0,0.0,1,83.67,critical
600.48,152.81,38.62,71.0,60.65,725.52,3676.12,0.0,0.0,1,47.89,medium
97.6,6.26,23.5,48.81,52.84,46.38,119.9,0.0,0.0,0,24.82,low
429.24,84.44,40.85,82.07,76.73,522.89,2247.61,0.0,0.0,1,55.89,medium
14.42,10.85,48.85,122.4,81.12,49.73,314.78,0.0,0.0,1,75.3,high
17.55,13.9,59.3,121.62,93.03,70.84,482.93,0.0,0.0,1,79.48,high
348.45,82.82,40.89,81.74,76.43,513.53,2206.67,0.0,0.0,1,60.63,high
265.17,113.13,36.35,112.34,67.6,370.96,2426.81,0.0,0.0,1,58.89,medium
5949.5,96.39,7.34,20.21,14.01,855.22,1209.21,0.0,0.0,0,5.18,low
1458.55,125.69,17.0,71.26,32.96,738.48,1806.87,15.4,2376.08,0,13.67,low
1266.17,172.05,35.12,84.69,55.93,1247.03,4268.45,0.0,0.0,0,29.96,low
788.18,94.94,37.97,103.67,50.46,793.85,2596.27,0.0,0.0,1,45.85,medium
8713.81,191.48,9.49,26.9,24.53,1847.02,2755.51,0.0,0.0,0,5.89,low
3277.14,84.71,13.15,20.6,22.6,505.0,1062.03,0.0,0.0,0,7.38,low
4248.99,158.83,12.68,75.67,21.76,1554.74,2561.68,0.0,0.0,0,10.02,low
9.4,6.76,44.13,130.3,88.68,47.59,196.66,0.0,0.0,0,68.13,high
728.06,137.91,39.94,115.02,62.68,724.45,3478.4,0.0,0.0,1,47.09,medium
264.23,125.83,58.59,136.91,88.91,886.59,4573.08,0.0,0.0,1,77.1,high
501.7,26.21,11.62,27.79,13.01,147.95,300.27,0.0,0.0,0,15.11,low
112.26,84.41,42.52,117.2,99.34,402.36,2196.81,0.0,0.0,1,76.86,high
173.38,94.12,50.74,110.18,77.04,807.78,3195.42,0.0,0.0,1,77.02,high
129.7,137.99,49.0,137.95,79.52,724.23,4104.88,0.0,0.0,1,78.49,high
1284.96,170.24,49.99,88.79,68.53,1565.0,5819.72,46.4,1992.01,0,39.34,medium
2818.79,160.62,33.13,34.04,27.64,1002.87,3663.47,0.0,0.0,0,14.43,low
1200.52,198.59,41.33,91.09,55.13,1243.72,5347.35,0.0,0.0,0,32.56,medium
82.73,47.72,56.78,113.83,77.81,374.63,1729.29,42.9,764.93,1,76.3,high
376.08,73.12,37.1,108.94,68.98,387.96,1744.2,0.0,0.0,0,40.2,medium
405.28,77.3,49.06,114.84,77.17,587.18,2483.24,0.0,0.0,0,51.54,medium
896.84,174.13,25.87,63.73,79.95,1311.53,3563.72,21.7,1253.98,1,48.5,medium
472.15,67.61,25.96,108.6,61.75,484.64,1362.15,0.0,0.0,0,35.35,medium
2851.77,195.83,25.63,56.63,45.29,1631.45,4140.89,0.0,0.0,0,17.93,low
6.77,17.23,41.25,124.08,86.68,123.53,478.79,0.0,0.0,1,82.11,critical
699.02,165.53,35.98,60.1,55.24,697.37,3675.53,0.0,0.0,1,40.36,medium
235.17,26.34,28.87,83.58,65.65,246.24,626.37,0.0,0.0,1,46.23,medium
849.11,87.96,11.32,56.03,38.66,486.78,984.4,9.6,1524.61,1,23.25,low
43.09,86.3,50.13,127.85,82.77,600.42,2763.45,0.0,0.0,1,82.33,critical
65.84,5.53,20.61,75.29,54.78,28.12,85.04,17.5,30.16,1,34.19,medium
3810.87,194.54,17.51,24.07,9.08,1206.65,2910.03,0.0,0.0,0,4.91,low
2567.02,81.11,8.91,16.32,5.67,636.13,997.64,3.8,426.13,0,0.79,low
1250.44,161.05,18.58,54.72,23.58,845.71,2341.76,0.0,0.0,0,17.77,low
877.35,158.5,37.33,66.76,66.21,959.79,3918.11,34.9,2204.43,0,33.2,medium
351.79,81.52,45.06,95.63,60.28,381.86,2218.29,0.0,0.0,1,52.59,medium
2624.5,165.87,14.03,51.55,53.65,1284.97,2448.55,12.7,1997.06,0,9.57,low
8.11,111.26,54.32,141.73,84.46,450.34,3472.22,0.0,0.0,1,84.83,critical
816.48,117.98,25.72,92.4,66.7,989.36,2506.9,0.0,0.0,0,37.86,medium
2069.69,111.74,30.36,61.57,33.19,723.23,2419.26,0.0,0.0,0,17.24,low
126.8,12.07,33.03,57.59,52.49,101.03,300.3,0.0,0.0,1,43.1,medium
2609.07,178.59,10.57,26.08,13.1,641.77,1585.54,0.0,0.0,0,4.73,low
2612.73,178.68,17.3,25.79,5.44,555.71,2101.07,0.0,0.0,0,4.69,low
106.72,29.87,29.86,111.48,76.52,119.29,565.32,0.0,0.0,1,52.72,medium
775.8,187.76,34.34,105.79,52.44,874.06,4098.28,7.9,2802.57,0,31.59,medium
1321.14,74.93,12.18,35.24,47.96,512.71,969.11,2.7,1403.72,0,7.8,low
790.16,27.73,15.68,7.25,4.73,178.76,396.21,5.7,224.71,0,2.28,low
3687.07,198.68,9.95,21.28,1.42,1119.87,2107.97,0.0,0.0,0,2.78,low
147.48,116.32,43.21,118.72,85.77,968.39,3481.78,0.0,0.0,0,69.03,high
216.71,87.3,44.63,60.92,69.72,306.47,2254.47,39.3,895.44,1,56.17,medium
1154.9,175.21,24.23,54.45,45.0,649.41,2772.02,0.0,0.0,0,22.86,low
8.69,187.78,45.17,116.69,79.8,1661.82,5902.73,0.0,0.0,1,78.88,high
394.83,43.68,28.03,69.62,71.18,400.71,1012.75,0.0,0.0,0,35.67,medium
525.37,150.2,39.38,61.63,70.52,894.28,3852.16,0.0,0.0,1,55.73,medium
415.44,47.38,46.44,67.98,52.7,402.89,1502.98,0.0,0.0,0,37.54,medium
119.69,21.08,42.36,95.85,65.89,127.44,573.83,0.0,0.0,0,41.5,medium
970.63,30.43,16.75,13.87,24.86,141.44,396.27,0.0,0.0,0,10.68,low
1071.27,104.73,33.62,61.95,46.64,553.38,2313.69,0.0,0.0,0,26.84,low
1060.92,46.53,11.34,1.69,22.47,315.32,579.19,0.0,0.0,0,4.64,low
2901.88,156.83,22.95,43.06,33.76,1484.3,3284.06,17.2,2033.03,0,10.21,low
10.17,23.78,47.37,111.57,94.63,112.42,675.71,0.0,0.0,1,82.87,critical
277.99,49.7,39.03,83.97,50.89,315.85,1285.81,35.3,767.44,0,39.45,medium
8081.44,125.98,6.49,16.29,4.58,1208.59,1617.12,0.0,0.0,0,2.97,low
148.25,125.92,42.84,148.87,78.64,811.23,3508.47,0.0,0.0,0,67.27,high
88.2,114.35,57.41,130.46,88.28,864.85,4147.58,0.0,0.0,1,83.01,critical
297.99,33.22,39.85,113.52,74.94,262.67,924.54,0.0,0.0,0,38.5,medium
388.75,95.63,27.12,68.91,52.52,291.61,1588.15,4.1,1549.32,0,27.7,low
1547.49,40.78,17.52,18.17,16.7,260.27,617.42,0.0,0.0,0,9.69,low
5046.2,93.7,5.11,8.97,6.89,749.17,988.79,0.0,0.0,0,2.66,low
4789.43,134.85,7.87,3.52,1.67,988.08,1518.6,0.0,0.0,0,1.56,low
101.82,166.18,44.59,149.18,77.6,1175.34,4880.04,0.0,0.0,0,69.23,high
3232.4,113.45,10.08,12.94,5.79,874.64,1446.47,0.0,0.0,0,3.41,low
698.94,86.32,30.63,57.18,31.26,430.79,1752.65,0.0,0.0,1,36.6,medium
4807.54,114.24,15.06,11.65,10.7,892.7,1752.95,0.0,0.0,0,4.52,low
6771.97,116.83,13.08,26.34,16.9,1087.73,1851.52,9.1,1941.58,0,2.9,low
1177.71,138.01,31.56,55.28,51.61,947.32,3125.09,24.9,2387.84,0,24.31,low
20.9,34.36,46.64,143.72,79.93,316.16,1117.47,0.0,0.0,1,81.62,critical
4760.05,166.73,8.68,22.03,9.45,1258.84,1982.46,0.0,0.0,0,3.88,low
175.13,97.14,41.22,125.58,75.62,858.94,2860.94,0.0,0.0,1,75.76,high
218.86,33.28,48.67,113.71,66.38,263.31,1073.17,0.0,0.0,1,55.51,medium
8.72,19.41,51.88,133.34,99.74,147.98,651.48,0.0,0.0,1,85.0,critical
887.0,40.99,7.85,26.63,6.28,149.8,310.76,5.6,355.84,0,6.08,low
186.49,178.43,47.0,140.76,86.21,763.93,4957.41,0.0,0.0,1,74.57,high
1974.13,185.82,10.34,63.77,40.17,745.24,1705.9,5.6,1755.2,0,6.42,low
270.8,42.24,29.59,77.29,71.96,394.88,1019.93,0.0,0.0,0,46.6,medium
1153.09,177.9,26.95,96.29,65.85,1266.26,3663.48,11.7,2899.0,1,39.33,medium
2309.96,113.01,16.07,21.03,18.16,349.32,1257.57,0.0,0.0,0,6.56,low
3519.66,114.57,8.48,1.91,23.4,1053.89,1539.55,0.0,0.0,0,4.14,low
2260.47,128.03,14.01,7.77,1.37,618.73,1515.63,0.0,0.0,0,2.76,low
31.17,8.15,48.68,102.29,69.77,30.83,229.27,16.1,52.75,0,39.74,medium
128.4,19.61,28.02,30.0,36.68,89.52,364.23,0.0,0.0,0,31.79,medium
2083.06,164.7,30.63,56.02,40.01,1020.74,3543.25,0.0,0.0,0,20.38,low
399.43,82.39,43.23,111.09,70.38,358.5,2139.31,17.2,595.64,1,48.32,medium
3.57,20.4,49.77,126.16,81.6,117.94,625.66,0.0,0.0,1,83.48,critical
1996.32,158.06,13.21,63.74,51.9,694.9,1738.93,12.1,1232.0,0,11.05,low
445.84,69.62,49.88,100.62,77.36,380.53,2116.79,0.0,0.0,0,42.14,medium
787.19,135.94,36.91,117.74,76.03,1156.93,3665.97,0.0,0.0,0,47.52,medium
7012.74,177.57,15.5,1.68,20.94,1147.88,2524.23,11.4,1352.91,0,2.53,low
1779.45,106.16,14.82,21.72,22.57,343.57,1130.04,0.0,0.0,0,7.14,low
2318.13,162.24,21.44,73.33,25.72,850.59,2590.17,0.0,0.0,0,13.26,low
90.25,183.88,57.57,143.35,79.04,765.71,6058.19,0.0,0.0,1,78.95,high
4539.71,123.89,14.74,14.73,5.27,1131.85,2045.09,0.0,0.0,1,14.02,low
1115.0,139.1,13.85,62.67,32.61,854.59,1817.98,0.0,0.0,1,28.13,low
969.39,189.84,34.81,89.92,50.7,1045.7,4350.32,0.0,0.0,0,32.44,medium
213.51,112.67,31.29,112.73,64.83,396.33,2159.29,8.9,944.49,0,49.92,medium
355.92,25.23,32.29,62.84,32.39,250.33,657.59,0.0,0.0,0,28.45,low
104.16,61.76,40.57,134.41,95.94,550.91,1803.58,0.0,0.0,0,68.59,high
718.46,44.24,32.73,61.17,45.76,314.78,1038.74,8.7,388.94,1,34.16,medium
1004.75,87.49,32.11,49.42,24.45,410.49,1815.1,0.0,0.0,0,22.03,low
133.01,195.56,48.71,116.46,80.44,1662.14,6424.96,0.0,0.0,1,76.68,high
3069.78,189.86,20.64,67.95,21.67,1847.95,3806.9,0.0,0.0,0,13.13,low
281.89,110.67,49.02,117.32,51.35,479.01,3191.53,0.0,0.0,1,62.63,high
933.6,72.12,27.92,59.45,46.21,680.38,1687.06,24.4,495.59,0,26.14,low
341.13,12.65,16.13,18.11,14.73,69.41,171.46,0.0,0.0,0,15.92,low
1775.28,98.76,14.71,22.9,33.16,596.81,1323.33,10.5,1378.84,0,5.34,low
6403.79,166.37,16.97,8.5,4.61,1628.85,3040.5,0.0,0.0,0,3.43,low
3000.09,64.95,6.61,8.38,8.38,581.39,795.92,0.0,0.0,0,3.43,low
6.37,30.4,43.16,114.12,86.5,211.29,867.28,0.0,0.0,1,83.16,critical
1743.56,127.28,27.33,50.78,54.7,717.7,2456.86,12.7,1101.39,0,17.56,low
1128.11,126.78,45.8,111.92,67.76,1149.95,4053.03,28.2,1589.88,1,46.33,medium
1002.66,55.6,13.3,37.72,36.32,441.52,811.25,2.3,1068.12,1,18.88,low
864.01,149.88,46.06,90.02,51.27,1484.25,4935.87,0.0,0.0,0,46.05,medium
108.36,91.13,48.45,112.61,84.26,413.28,2620.92,0.0,0.0,0,66.49,high
3989.07,83.8,17.68,20.45,11.75,674.69,1415.56,0.0,0.0,0,6.7,low
1969.58,77.94,5.38,5.21,2.61,441.48,651.09,0.0,0.0,0,1.83,low
1211.53,135.84,27.88,87.07,67.3,1307.93,3201.63,0.0,0.0,0,32.74,medium
101.16,115.83,46.05,140.11,77.53,946.87,3613.93,0.0,0.0,1,79.95,high
80.76,76.72,40.43,118.06,99.11,664.42,2215.42,0.0,0.0,1,81.22,critical
136.21,80.4,58.75,132.35,86.72,532.88,2894.92,0.0,0.0,1,78.24,high
1156.47,43.23,11.06,25.04,19.43,180.58,419.66,0.0,0.0,0,10.76,low
21.52,21.88,47.61,114.21,81.49,111.16,631.99,0.0,0.0,0,68.09,high
398.9,161.34,53.94,133.62,91.75,1485.88,5837.06,0.0,0.0,0,65.39,high
869.42,129.03,38.2,102.01,58.15,1212.38,3676.67,0.0,0.0,1,53.22,medium
9500.56,179.43,11.59,11.48,14.8,1419.13,2458.88,0.0,0.0,0,4.09,low
68.91,17.85,36.21,111.14,58.48,63.23,386.35,12.0,292.04,1,45.16,medium
236.03,39.09,49.62,118.43,61.48,289.68,1259.49,1.4,666.7,0,41.55,medium
782.74,20.59,10.56,27.02,10.73,174.16,282.9,0.0,0.0,0,14.7,low
1963.22,173.27,25.72,69.21,27.15,773.32,3001.24,2.9,2637.77,1,23.13,low
444.09,32.19,15.39,17.92,6.97,103.99,351.63,0.0,0.0,0,9.57,low
2057.32,89.64,15.23,47.73,22.07,802.56,1485.25,0.0,0.0,0,11.07,low
1177.2,129.17,28.84,77.73,38.25,568.25,2431.02,0.0,0.0,0,24.94,low
3267.18,121.52,16.93,9.49,21.45,583.81,1612.61,8.7,1727.02,0,1.98,low
9.39,89.73,46.98,126.93,95.73,716.57,2824.25,28.3,848.15,1,83.43,critical
2343.07,105.25,7.72,28.58,0.27,335.15,741.58,0.0,0.0,0,4.32,low
131.96,60.75,40.18,113.44,90.59,460.47,1681.03,0.0,0.0,1,74.79,high
1042.51,142.68,46.49,89.34,58.68,988.55,4305.47,0.0,0.0,0,34.4,medium
5379.77,141.28,10.66,11.72,15.7,1130.74,1883.56,0.0,0.0,0,4.3,low
96.5,127.54,53.89,147.63,79.39,383.11,3819.63,0.0,0.0,0,67.21,high
252.9,93.34,45.69,72.9,51.6,366.52,2498.64,0.0,0.0,1,56.51,medium
873.23,131.93,35.06,70.53,55.63,1290.13,3603.0,0.0,0.0,1,50.45,medium
107.76,6.18,15.83,74.05,48.03,51.51,100.39,0.0,0.0,1,29.87,low
6841.42,171.94,19.58,9.88,24.68,1027.83,2710.98,0.0,0.0,0,6.26,low
2648.89,159.96,33.47,66.38,34.42,1190.11,3867.24,6.9,2280.49,1,25.4,low
4221.81,99.06,5.73,0.08,2.81,916.49,1200.16,2.1,955.12,0,0.0,low
59.83,135.12,54.45,135.99,93.29,1141.22,4819.98,0.0,0.0,1,84.76,critical
143.84,165.34,44.18,133.53,90.14,645.06,4297.68,0.0,0.0,1,75.55,high
240.58,99.1,46.1,66.64,58.73,367.92,2652.23,12.4,846.48,0,44.3,medium
2564.61,73.61,12.03,21.54,8.13,501.11,943.75,0.0,0.0,0,6.09,low
617.21,195.22,43.97,75.72,66.68,591.6,4883.3,21.7,1527.97,0,32.02,medium
741.9,121.67,25.12,73.74,51.09,522.14,2050.23,0.0,0.0,0,28.24,low
2345.12,107.78,12.14,14.27,23.35,386.9,1041.21,0.0,0.0,0,6.01,low
3269.45,189.63,18.36,10.88,20.08,887.9,2628.42,0.0,0.0,0,5.55,low
13.95,29.3,51.35,116.54,91.95,126.61,878.77,0.0,0.0,1,82.51,critical
174.22,22.6,29.13,112.88,56.06,175.58,504.66,2.4,418.18,0,29.81,low
6151.26,168.69,12.28,5.08,24.08,946.0,1981.65,0.0,0.0,0,4.89,low
4757.38,173.43,11.97,21.08,43.87,1698.69,2737.11,0.0,0.0,0,8.32,low
187.52,78.18,43.92,134.82,88.35,672.26,2389.28,0.0,0.0,1,75.24,high
826.78,101.22,30.78,78.19,74.15,700.73,2258.7,0.0,0.0,1,43.68,medium
502.75,117.24,39.94,109.14,75.66,955.38,3296.79,17.4,1942.38,1,61.09,high
1765.05,50.94,11.29,29.45,24.28,290.09,577.77,8.0,297.79,0,9.03,low
558.84,117.22,26.28,74.17,73.63,638.57,2178.88,4.5,2222.04,1,42.11,medium
134.95,154.82,57.92,117.28,76.79,1246.77,5730.53,0.0,0.0,0,68.57,high
1073.83,177.49,26.28,81.46,51.93,1185.01,3517.5,0.0,0.0,0,30.37,medium
92.35,11.16,30.78,20.32,30.07,33.49,205.25,2.7,150.13,0,25.33,low
49.34,89.86,42.34,134.25,83.5,378.0,2280.18,0.0,0.0,1,79.62,high
496.24,97.3,30.63,87.9,73.66,527.18,2017.15,27.2,1729.99,1,47.13,medium
286.9,64.53,29.44,76.31,57.52,402.63,1352.44,0.0,0.0,1,55.06,medium
5214.09,178.08,8.12,28.86,14.85,1527.38,2250.59,0.0,0.0,0,4.81,low
11.31,39.61,49.49,113.85,83.74,259.98,1240.26,0.0,0.0,1,83.27,critical
1854.36,50.68,6.1,10.12,9.37,296.99,451.62,0.0,0.0,0,4.33,low
207.55,19.82,22.62,59.93,29.04,133.3,357.53,3.3,352.61,0,21.1,low
1062.53,159.11,35.57,79.95,58.16,940.06,3769.47,0.0,0.0,0,30.68,medium
16.44,13.02,55.95,115.87,91.12,96.07,460.17,0.0,0.0,1,80.96,critical
593.32,169.94,31.05,83.91,75.56,1081.61,3720.24,0.0,0.0,0,46.9,medium
35.93,36.08,54.59,112.92,85.83,167.2,1151.81,0.0,0.0,1,79.0,high
56.05,46.38,48.41,120.99,82.34,252.81,1375.43,0.0,0.0,0,67.39,high
913.55,72.82,15.65,37.46,54.61,707.0,1276.68,0.0,0.0,0,19.93,low
400.1,142.88,40.52,113.28,51.87,430.69,3325.67,0.0,0.0,0,38.96,medium
