etaDeviationHours,weatherLevel,routeRiskIndex,carrierReliability,trackingGapHours,shipmentValueUSD,daysInTransit,supplierRiskScore,isInternational,carrierDelayRate,riskScore,riskTier
71.68,high,80.03,41.53,35.17,287824.33,37.4,79.3,0,47.01,67.53,high
89.98,high,89.67,4.15,63.85,491398.28,43.9,92.43,1,55.9,90.66,critical
38.65,high,77.86,49.41,40.18,231835.37,19.9,56.52,1,49.61,58.88,medium
34.98,medium,20.2,63.08,23.68,128376.82,19.0,35.14,1,10.41,35.13,medium
105.86,high,91.32,14.03,69.61,467711.38,40.5,81.59,1,50.82,91.03,critical
-0.98,low,16.68,81.14,6.13,39396.85,5.9,4.08,0,1.71,7.0,low
9.62,low,12.04,88.82,6.68,37559.45,0.6,7.02,0,9.34,7.25,low
46.05,low,79.36,41.14,46.86,248803.43,19.6,78.01,1,30.72,50.81,medium
38.84,low,33.23,73.89,15.78,41630.72,6.1,21.01,0,20.03,20.56,low
39.7,low,33.78,63.05,12.54,190827.25,15.9,21.47,1,10.87,30.26,medium
114.67,high,96.36,16.14,62.25,414472.57,38.3,81.94,1,49.17,90.48,critical
48.19,high,53.08,26.5,34.17,382217.63,29.1,50.4,1,33.67,62.97,high
38.39,low,44.32,56.62,6.87,70653.61,11.2,47.23,0,29.62,26.9,low
7.21,low,0.82,84.75,5.41,13287.69,1.2,4.66,1,3.09,8.66,low
-3.79,low,16.3,86.77,4.78,48478.29,2.1,3.16,0,1.7,5.71,low
17.36,medium,28.21,62.96,7.69,101921.86,13.7,48.3,1,27.84,31.74,medium
58.02,medium,81.82,37.93,37.62,330922.36,34.0,64.39,1,43.53,62.89,high
33.5,low,46.57,69.54,22.84,102515.62,18.3,34.01,0,13.17,26.62,low
117.77,medium,98.97,5.61,60.36,437414.78,41.5,94.79,1,51.58,88.51,critical
87.94,medium,86.42,16.88,67.78,397002.31,38.1,95.25,1,52.91,79.79,high
89.75,high,91.21,18.06,63.43,407628.55,40.4,99.32,1,54.62,87.19,critical
118.47,high,85.8,0.28,55.54,394621.34,43.7,95.2,0,48.5,88.25,critical
33.07,low,54.18,50.29,11.01,102237.05,6.9,46.97,0,23.9,27.78,low
1.56,low,0.56,82.89,4.82,42093.28,6.7,4.05,1,8.32,9.67,low
20.47,medium,45.45,54.02,15.64,32905.61,10.9,31.59,0,15.26,27.82,low
38.28,medium,55.65,36.01,25.06,265991.77,25.6,56.27,1,39.68,50.96,medium
28.07,medium,29.95,53.13,22.6,181540.45,18.7,49.1,1,29.46,39.51,medium
44.17,high,67.6,43.72,35.51,368131.47,29.6,58.54,0,46.69,59.68,medium
27.2,high,46.57,54.66,17.18,64376.17,15.4,46.81,1,12.15,41.85,medium
88.95,high,82.58,1.4,56.49,392534.03,40.8,99.73,1,48.82,86.25,critical
93.41,medium,95.98,17.2,66.19,422852.6,40.1,87.6,1,56.99,82.36,critical
35.04,low,58.86,44.06,33.04,256907.56,35.0,71.8,1,42.01,47.69,medium
16.98,high,30.36,67.04,23.28,78766.29,11.3,25.56,1,24.83,36.24,medium
37.35,medium,66.69,47.71,24.13,389385.95,29.8,72.37,1,39.78,55.85,medium
24.04,medium,32.5,67.72,23.7,107537.41,8.8,25.91,1,20.22,31.74,medium
108.51,high,92.63,8.89,63.19,382663.43,44.2,94.62,1,51.78,91.21,critical
8.81,low,28.24,59.19,17.28,197077.08,20.4,31.98,0,16.31,23.01,low
26.56,low,50.8,72.36,20.46,62548.56,9.5,49.59,1,28.62,29.07,low
8.49,low,14.55,90.07,3.59,5586.13,4.0,8.21,0,5.84,6.59,low
90.24,high,88.97,7.67,59.85,461986.85,42.9,91.6,1,54.52,88.79,critical
22.89,low,37.85,78.56,24.77,66048.15,9.9,49.4,1,13.39,25.82,low
37.91,low,35.51,62.52,20.19,37939.77,5.0,31.09,1,21.02,26.89,low
-1.73,low,4.13,90.49,7.68,44923.9,5.3,0.64,0,2.52,4.54,low
48.75,high,68.3,40.91,22.84,317593.07,30.6,55.32,1,31.62,61.17,high
2.96,low,13.23,94.29,5.25,48327.14,4.3,19.55,0,1.11,6.85,low
62.81,medium,82.29,43.73,46.23,352906.57,36.4,72.88,0,32.99,61.12,high
83.41,high,95.9,3.94,66.68,479450.53,41.1,96.91,1,53.17,89.92,critical
29.45,medium,41.24,56.73,18.02,117816.07,19.1,23.34,1,29.45,36.73,medium
66.28,high,50.57,27.78,38.88,305476.6,36.1,76.5,1,40.24,68.31,high
48.53,high,55.4,47.66,27.32,355063.1,20.2,70.68,1,31.18,59.66,medium
6.15,medium,13.23,88.2,7.89,18100.47,5.3,8.02,0,6.2,13.21,low
27.39,medium,27.15,62.8,6.91,107325.22,20.0,29.34,0,21.31,28.67,low
-1.97,medium,0.63,95.99,3.26,37794.01,3.3,13.83,0,7.46,9.93,low
40.56,medium,50.06,49.75,42.02,167463.74,32.4,53.17,1,33.16,49.38,medium
39.54,low,47.91,72.6,12.74,131699.65,21.4,45.58,0,17.2,28.9,low
-0.82,low,4.0,96.9,2.38,34163.86,3.7,1.65,0,7.44,3.16,low
118.77,medium,84.52,11.1,61.77,418810.5,41.5,83.41,1,56.63,85.54,critical
-0.46,low,7.74,80.06,3.39,27093.03,1.2,0.68,0,6.83,4.68,low
4.79,low,11.7,97.02,0.44,6668.87,5.1,2.58,0,1.73,4.02,low
102.08,medium,96.67,3.03,61.55,433616.98,42.9,97.09,1,51.01,86.06,critical
109.27,high,89.97,19.26,59.52,428071.72,40.2,85.8,1,58.14,89.68,critical
30.01,medium,38.75,54.84,17.77,80085.36,12.0,45.28,1,21.31,35.75,medium
98.75,high,87.52,2.86,70.74,455186.16,38.9,86.57,1,48.47,90.17,critical
98.88,high,81.0,10.14,57.9,443877.82,40.1,87.45,1,55.28,87.73,critical
81.51,high,85.43,16.75,71.1,412059.08,44.7,98.53,1,48.61,86.38,critical
49.34,low,58.05,38.85,48.81,241448.06,26.7,57.18,1,28.67,48.58,medium
107.32,high,89.43,5.33,66.53,441318.24,38.9,91.36,1,53.92,91.67,critical
44.0,high,80.7,44.23,25.03,185063.09,23.1,61.32,0,48.36,54.78,medium
71.59,high,61.73,44.71,41.62,263588.73,29.6,60.39,0,34.29,61.39,high
39.08,high,62.27,30.25,27.99,336857.51,31.5,55.76,1,47.11,62.01,high
3.86,low,8.94,81.59,3.36,47612.43,7.2,6.64,0,4.25,7.23,low
67.85,high,76.72,39.79,25.27,174177.37,21.1,57.93,1,38.12,61.58,high
18.07,low,42.62,66.22,18.46,184465.01,15.3,20.49,0,13.26,23.53,low
73.03,medium,62.89,38.95,45.18,287603.93,20.5,56.39,0,44.27,56.07,medium
-1.14,medium,9.54,94.09,1.1,34671.77,4.7,10.11,0,0.53,10.36,low
112.04,high,89.96,11.11,58.28,487136.88,39.4,92.2,1,59.25,92.72,critical
5.32,low,2.86,88.35,4.75,38145.89,2.6,12.75,0,0.19,5.43,low
37.12,low,52.6,69.3,25.0,67990.87,7.0,31.42,1,23.25,29.91,low
113.76,high,92.85,13.62,64.66,427770.08,41.2,94.18,1,59.28,92.89,critical
83.32,medium,94.99,7.87,58.36,396572.89,42.9,95.36,1,54.89,80.8,critical
81.73,medium,88.89,18.91,71.22,493923.99,42.1,83.85,1,54.24,81.33,critical
36.63,high,52.33,34.39,38.15,353178.1,23.9,57.15,1,40.74,59.81,medium
21.88,low,26.88,67.92,16.51,115874.98,17.8,44.45,0,25.59,23.48,low
12.11,high,38.82,65.11,21.09,36391.46,12.4,46.09,1,17.56,36.64,medium
-1.99,low,2.18,95.14,4.96,39280.43,7.0,17.46,0,5.95,5.29,low
38.54,low,43.85,50.29,9.94,104142.77,7.1,30.01,0,21.81,26.02,low
2.75,low,1.2,90.37,5.71,44112.73,0.7,18.84,0,2.22,5.09,low
1.97,low,2.7,85.3,6.02,9429.39,4.1,7.31,1,3.94,8.62,low
38.62,high,66.66,47.51,23.71,313827.63,26.2,75.23,1,39.42,59.8,medium
9.23,high,49.56,50.15,7.91,62389.95,10.8,30.16,0,11.74,32.12,medium
8.09,low,10.54,87.84,2.11,38643.96,2.7,15.03,0,5.61,7.18,low
69.79,medium,84.14,36.04,44.59,216597.19,30.6,56.99,1,35.33,61.8,high
36.01,high,80.98,26.35,32.33,276817.75,31.0,74.9,0,49.28,60.72,high
2.06,low,11.44,88.14,5.58,26046.4,7.1,18.75,1,7.52,11.44,low
115.92,high,80.76,8.02,62.01,478293.51,44.7,84.1,1,59.83,93.18,critical
2.09,low,16.05,80.29,6.96,11054.97,3.2,2.24,0,8.36,6.63,low
63.18,low,62.44,27.95,48.98,373956.55,28.2,64.79,1,29.68,56.88,medium
25.52,low,21.08,64.19,6.25,133555.34,7.8,23.78,1,23.93,23.58,low
23.03,low,21.34,78.21,9.21,191065.8,11.0,23.66,1,16.72,23.54,low
1.58,low,3.57,98.98,7.63,36944.14,0.2,17.27,0,3.32,4.2,low
11.61,low,35.42,61.74,19.49,162079.33,8.2,35.38,1,22.92,26.08,low
96.09,high,81.85,6.34,56.85,472042.0,44.2,98.89,1,55.59,89.93,critical
8.17,medium,38.39,50.33,24.9,184855.65,15.1,47.22,1,28.68,36.64,medium
81.71,medium,96.0,5.3,65.4,402974.47,44.4,85.91,1,54.66,81.32,critical
73.84,high,54.89,45.89,46.15,308111.52,27.0,65.7,0,40.7,62.82,high
58.94,high,84.26,30.29,23.5,301175.72,34.3,78.23,1,37.58,68.6,high
63.64,medium,61.58,28.26,40.37,299437.77,33.1,66.85,1,39.56,61.78,high
24.95,medium,48.45,64.03,6.87,126890.18,7.9,41.69,1,22.28,34.02,medium
49.45,medium,53.36,43.3,42.68,359220.38,27.4,67.43,1,29.48,56.73,medium
30.98,medium,21.28,52.74,21.28,31422.24,5.4,22.42,1,12.09,29.64,low
118.4,high,80.41,10.31,63.71,470130.89,38.3,83.95,1,50.34,91.57,critical
9.76,low,7.22,80.0,5.58,4008.27,2.7,17.04,0,1.9,7.35,low
32.04,low,30.66,78.9,20.03,129483.03,6.6,25.25,1,28.35,26.07,low
27.45,low,22.25,66.43,10.46,181739.13,18.9,28.4,1,10.57,26.91,low
15.89,low,54.62,78.87,16.95,170222.15,21.9,30.58,1,22.84,29.4,low
100.5,high,93.9,7.62,71.94,386211.16,38.8,82.59,1,56.51,89.46,critical
39.13,low,28.36,61.05,16.13,64544.5,13.0,29.54,0,11.51,23.25,low
57.1,high,75.21,40.01,41.14,379024.8,22.9,76.73,1,46.93,68.5,high
-1.73,low,16.71,83.51,3.32,24611.71,4.2,3.45,0,7.75,6.15,low
-3.09,low,17.02,84.3,4.7,8417.73,2.8,7.08,1,8.55,9.97,low
119.61,high,92.36,1.03,68.79,415906.68,43.9,99.64,1,57.89,96.16,critical
48.24,high,65.24,26.94,41.63,156411.19,33.8,79.1,1,47.09,63.83,high
57.73,high,82.07,38.48,47.64,255652.65,37.2,66.57,1,31.84,68.08,high
90.0,high,98.54,12.04,63.2,493189.93,40.0,80.96,1,50.36,88.92,critical
63.02,high,77.98,27.71,48.86,180481.64,37.4,76.98,1,34.64,69.01,high
14.91,low,50.79,76.98,16.51,142858.94,13.8,34.6,1,19.12,26.89,low
-3.66,medium,11.94,89.6,4.48,25866.35,4.0,19.47,1,5.21,16.21,low
7.83,low,5.56,93.63,6.59,37364.75,7.6,2.3,0,7.88,6.43,low
94.89,high,94.12,3.88,56.16,485718.66,38.7,93.76,1,58.1,90.45,critical
9.15,medium,51.99,57.7,22.68,51184.5,7.8,46.78,0,12.45,27.85,low
88.65,high,94.29,17.18,59.05,466405.82,39.1,90.81,1,50.52,87.2,critical
6.19,high,51.91,51.22,22.86,126882.89,5.8,37.33,1,21.43,39.28,medium
-4.92,medium,4.29,99.89,3.45,30306.54,1.4,3.95,0,7.61,8.7,low
18.98,low,26.69,62.07,21.97,120802.82,9.6,46.75,1,28.16,27.14,low
6.25,low,17.93,85.33,5.47,30571.84,2.4,17.32,0,2.4,8.08,low
3.39,medium,16.51,86.15,2.17,23808.27,4.1,7.83,0,1.69,12.26,low
103.45,high,88.09,9.74,68.47,447670.6,38.7,89.31,1,54.13,90.55,critical
11.14,low,41.44,79.82,21.09,149160.04,12.3,27.24,1,26.61,25.1,low
84.6,high,80.58,16.59,55.85,402386.56,39.1,91.53,1,57.23,83.48,critical
6.5,low,19.26,84.28,5.34,28774.24,2.2,15.49,0,9.42,8.61,low
18.42,low,20.48,74.25,17.66,119063.58,21.7,35.23,0,13.05,20.77,low
19.93,medium,54.61,62.11,20.9,86889.3,17.9,49.88,0,10.24,32.26,medium
24.24,high,44.53,64.5,19.61,132875.28,16.6,37.45,1,23.11,42.19,medium
7.61,high,33.9,68.45,19.39,58923.08,8.7,46.78,0,16.53,30.57,medium
44.92,low,68.65,38.76,20.59,292951.93,28.7,78.74,1,42.53,50.15,medium
1.28,low,12.4,93.88,7.78,22455.4,5.2,7.72,0,5.15,5.63,low
0.94,low,8.4,82.85,3.08,34038.69,6.6,19.83,0,5.77,7.19,low
-0.15,low,9.88,82.09,0.78,2839.47,6.8,5.11,0,9.03,5.36,low
106.59,high,89.2,10.56,60.85,410729.46,42.2,83.5,1,50.07,89.32,critical
24.08,high,53.82,59.59,12.78,76023.88,14.1,27.18,1,29.03,40.78,medium
71.52,high,81.05,50.41,43.03,390413.05,24.8,55.46,1,28.61,68.7,high
66.66,high,54.97,33.7,26.68,217464.27,28.5,82.65,0,31.79,59.43,medium
5.12,low,5.42,81.58,3.61,2195.56,3.1,19.56,0,7.47,6.5,low
3.11,low,6.74,93.97,5.05,4913.61,6.5,6.75,0,8.79,4.93,low
27.17,low,32.67,78.62,20.02,146319.92,15.0,29.58,1,29.48,27.78,low
-4.95,low,19.95,98.28,3.49,13371.27,0.1,18.33,0,4.97,5.09,low
-1.29,low,0.35,84.44,2.48,15128.2,0.7,0.7,0,5.41,2.79,low
58.24,high,70.95,39.44,45.03,399259.12,26.9,69.35,0,45.48,65.19,high
117.67,high,99.44,13.77,70.65,499317.81,44.9,94.83,1,54.56,97.16,critical
32.05,low,29.31,54.25,13.95,51360.61,6.5,32.9,0,22.82,22.05,low
65.57,high,66.56,35.05,39.0,377632.74,34.5,55.11,0,46.89,65.56,high
114.63,medium,88.6,6.27,71.86,484575.25,41.1,83.91,1,58.25,88.55,critical
9.02,low,14.15,96.22,7.6,3384.54,5.2,9.9,0,9.36,6.99,low
85.3,medium,81.43,17.94,58.26,424965.69,41.6,85.41,0,53.02,74.06,high
2.99,low,5.08,83.73,0.16,9944.19,8.0,12.21,0,4.66,5.75,low
4.69,low,14.79,98.16,1.97,29313.97,7.6,11.12,0,8.09,6.53,low
38.03,medium,46.8,64.58,8.12,62272.94,10.9,39.81,0,12.78,30.5,medium
37.87,medium,57.85,48.5,33.33,245103.39,35.0,76.0,0,39.99,49.59,medium
-2.02,low,11.93,87.21,6.59,40164.34,3.7,15.68,0,8.25,6.86,low
26.0,medium,29.21,70.26,15.57,174735.95,20.2,28.51,1,26.09,34.78,medium
4.59,low,1.54,94.6,6.05,19129.37,5.2,1.03,1,4.79,8.03,low
41.66,high,73.2,26.14,23.83,155769.63,32.6,83.82,1,28.13,60.57,high
38.03,medium,50.66,70.64,14.54,76419.16,20.7,39.75,0,10.26,32.98,medium
8.86,high,42.51,52.21,10.3,25800.3,14.7,30.97,1,18.8,35.62,medium
-1.28,low,8.95,99.17,2.01,4139.44,1.7,17.31,0,1.77,3.28,low
84.99,high,96.86,11.46,69.76,409332.53,44.8,88.5,1,50.2,88.03,critical
9.82,low,19.91,96.15,5.24,1942.46,5.6,5.24,0,7.65,7.13,low
38.43,high,58.73,40.13,43.15,220148.26,25.8,64.16,1,34.38,58.16,medium
24.67,low,54.58,71.32,16.54,86187.84,13.5,30.74,1,28.83,28.62,low
3.5,low,9.97,98.36,5.37,23212.61,6.5,2.49,0,2.42,4.67,low
14.76,medium,36.69,62.53,9.3,161752.18,11.9,27.05,0,26.03,27.79,low
87.44,high,89.87,9.02,55.91,496368.62,44.3,95.12,1,48.46,88.76,critical
10.0,low,4.61,93.4,2.33,42346.75,3.5,11.19,0,6.06,6.24,low
93.4,high,91.03,7.36,59.34,497813.46,38.7,90.13,1,55.57,89.64,critical
64.51,medium,65.53,26.86,36.41,206949.44,19.8,66.62,1,31.59,56.97,medium
8.37,low,5.24,91.76,2.94,21518.84,3.4,10.52,0,6.88,5.73,low
1.72,low,0.7,89.67,5.9,42958.95,0.7,16.44,0,4.92,4.89,low
104.2,high,99.3,14.47,62.55,450266.21,41.8,97.5,0,57.04,88.37,critical
49.23,high,69.75,42.1,45.68,276255.48,18.4,52.57,1,45.35,61.39,high
116.19,high,80.41,6.92,58.75,455029.65,40.9,83.47,1,55.58,91.36,critical
-4.59,low,1.41,83.11,5.0,14122.04,5.5,9.07,1,4.43,8.76,low
33.8,medium,41.8,62.96,12.81,45610.19,8.4,36.31,1,20.98,33.24,medium
24.47,medium,23.71,62.71,11.3,137511.81,7.4,31.85,0,22.57,26.99,low
-0.09,low,7.44,80.63,2.06,27285.07,3.2,18.47,0,8.55,6.32,low
36.06,medium,80.36,39.88,38.4,158887.6,32.4,70.1,0,38.92,50.3,medium
92.42,high,90.99,3.15,59.14,394841.29,40.3,90.54,1,49.29,87.29,critical
115.21,high,87.4,9.05,64.48,433141.42,41.5,81.42,1,50.03,91.49,critical
4.04,low,18.38,84.2,5.27,39936.37,6.5,4.04,0,2.68,7.74,low
0.5,low,1.96,88.03,2.7,21459.72,7.4,11.57,1,3.59,8.82,low
34.36,low,26.85,74.07,15.09,97316.51,17.7,36.78,1,25.3,27.9,low
0.92,low,9.92,81.39,6.57,31785.26,1.3,13.06,1,4.07,10.26,low
19.13,high,53.85,51.79,7.08,37652.22,14.3,36.24,0,13.96,34.84,medium
13.07,high,46.96,60.27,20.84,23167.27,17.2,49.53,1,13.89,38.82,medium
21.29,low,53.02,57.99,14.0,33262.16,13.8,35.22,0,14.95,23.09,low
13.09,low,29.63,60.03,5.33,25387.9,6.5,39.5,0,22.74,16.98,low
89.8,high,94.06,9.14,56.42,434863.71,42.4,84.68,1,48.49,87.09,critical
105.35,high,83.87,13.41,67.66,404923.88,40.2,85.88,1,49.4,88.59,critical
24.78,low,27.06,58.47,12.42,179951.19,21.3,22.46,1,14.19,28.17,low
40.35,medium,68.83,34.33,31.84,205925.28,35.8,78.0,0,46.21,52.39,medium
31.88,high,43.54,70.81,9.69,175112.83,14.9,37.58,1,29.95,42.91,medium
101.83,high,95.64,17.05,61.67,402184.1,44.1,82.14,1,52.38,88.85,critical
9.7,low,16.0,89.48,4.68,49227.36,2.6,13.86,0,7.16,8.5,low
4.39,low,15.62,94.79,3.12,38273.53,6.4,7.52,0,9.29,6.83,low
113.13,high,86.59,0.06,71.23,402530.71,39.7,85.39,1,58.92,92.53,critical
16.37,low,26.15,71.12,5.49,72340.6,11.7,31.39,0,22.49,17.46,low
57.02,medium,56.48,28.23,38.63,259868.35,23.9,62.25,0,40.16,52.85,medium
-4.69,low,10.12,89.93,2.3,17186.36,3.6,15.13,0,6.42,5.17,low
67.44,medium,77.52,40.2,24.34,165852.06,22.2,61.08,0,43.64,52.07,medium
82.89,high,85.59,0.78,55.4,396758.01,43.9,83.48,1,55.26,85.24,critical
23.41,low,51.23,56.36,21.84,24306.94,8.3,21.25,1,20.99,26.39,low
8.15,low,0.08,80.05,7.17,20744.73,2.5,11.49,0,8.69,6.74,low
95.54,high,93.23,13.75,65.16,389255.09,39.7,81.13,1,59.84,87.44,critical
67.87,medium,83.04,41.19,39.5,164863.34,32.2,51.23,1,43.09,59.33,medium
98.83,high,88.46,19.22,64.22,472164.98,38.5,98.35,1,59.58,89.96,critical
117.94,high,98.02,7.26,67.45,391154.71,43.2,85.99,1,54.5,93.73,critical
87.45,high,96.23,19.81,62.65,397436.82,40.6,96.32,1,52.13,86.49,critical
-4.25,low,0.93,94.57,2.78,4524.07,4.6,6.11,0,9.38,3.0,low
18.59,low,27.81,68.28,6.16,91174.71,19.6,32.37,0,12.9,19.73,low
1.35,low,8.25,81.78,2.34,9088.32,2.9,6.62,0,9.35,5.2,low
54.04,high,69.74,49.56,49.73,184055.01,32.1,56.9,1,36.53,61.96,high
14.51,low,42.72,66.41,22.03,26406.77,17.0,29.83,0,23.03,21.18,low
112.99,medium,97.39,14.3,65.25,430342.09,44.0,87.58,1,54.33,87.0,critical
26.78,medium,31.32,78.27,7.36,160946.31,16.8,34.52,0,24.04,28.87,low
68.89,medium,75.22,48.35,29.02,247755.8,34.9,61.91,1,30.4,59.18,medium
19.1,medium,53.4,57.71,9.05,24532.77,17.9,26.59,1,17.36,32.2,medium
5.88,low,15.19,89.95,4.27,38669.87,7.6,3.36,1,6.54,11.36,low
1.66,low,0.13,91.53,5.84,3744.07,2.3,15.51,0,6.5,3.99,low
35.6,high,69.01,32.9,42.13,399719.11,19.6,78.57,1,35.1,63.91,high
103.3,high,99.99,2.88,71.08,402667.11,42.2,90.56,1,48.45,92.19,critical
31.1,low,41.43,51.3,11.73,197137.88,21.7,33.87,1,23.01,33.68,medium
15.24,medium,33.93,64.32,10.52,96072.65,9.0,43.29,0,21.43,26.41,low
15.28,medium,54.65,51.44,8.57,161678.78,7.3,36.53,0,23.39,30.82,medium
0.1,low,6.65,80.81,6.89,9520.78,0.2,12.63,0,8.08,5.32,low
7.39,low,54.96,69.83,23.06,21992.01,21.1,21.99,0,22.15,21.04,low
86.34,high,91.34,19.93,64.42,447335.25,43.6,94.51,1,58.35,87.9,critical
5.6,medium,7.26,83.8,1.57,28714.69,3.5,11.78,1,7.11,16.42,low
3.63,low,2.38,98.33,1.76,1897.8,2.6,5.51,0,2.41,2.43,low
9.19,low,12.32,96.71,0.62,3495.36,2.3,9.48,0,6.25,5.23,low
112.01,high,81.65,4.6,59.95,467404.79,43.5,86.24,0,56.92,88.18,critical
118.51,high,97.91,9.48,56.93,464354.05,42.8,99.98,1,54.63,95.25,critical
-0.58,low,14.65,94.0,3.0,44770.16,0.9,10.63,0,1.11,4.85,low
4.32,medium,16.05,98.67,0.82,2637.83,0.3,3.43,0,2.35,9.49,low
96.85,high,87.25,6.81,58.23,388368.94,40.6,90.05,1,59.37,87.72,critical
92.01,high,95.99,12.93,65.49,422934.6,38.2,86.3,0,55.98,83.95,critical
37.79,low,25.4,61.37,5.32,78911.5,8.9,20.03,1,27.23,25.32,low
74.45,medium,78.11,49.26,29.51,319737.1,27.2,75.32,1,47.81,63.09,high
115.95,medium,90.5,0.76,71.15,419311.59,39.9,80.78,1,53.07,87.11,critical
-1.49,low,10.15,99.84,1.73,15037.73,1.2,17.34,0,9.16,4.0,low
15.25,medium,34.37,51.37,24.99,57896.46,13.9,21.7,0,26.49,27.92,low
9.66,low,26.63,66.32,23.82,195973.1,20.5,48.89,1,18.39,28.47,low
2.09,low,11.25,87.9,5.1,48035.17,0.4,1.46,1,6.71,9.3,low
39.13,low,33.48,53.12,18.86,199219.43,14.3,44.98,1,26.83,34.69,medium
64.12,high,62.74,39.5,23.48,348013.17,20.1,57.15,1,45.98,63.51,high
114.46,high,94.41,19.07,67.31,487251.03,44.4,82.11,1,53.62,93.62,critical
73.08,medium,51.28,31.87,29.88,194916.76,28.8,75.75,1,38.28,58.1,medium
47.83,medium,76.84,44.65,21.48,154991.61,18.1,58.63,0,33.51,45.78,medium
89.59,high,96.44,2.22,71.27,435933.31,41.8,90.7,1,52.1,90.32,critical
39.82,high,75.05,25.22,44.95,172769.73,31.4,84.42,0,45.59,60.31,high
91.14,high,81.68,6.48,70.56,443073.88,41.3,92.49,1,56.35,88.84,critical
68.35,medium,50.89,44.29,41.13,170803.35,36.5,61.88,0,28.79,52.24,medium
6.33,low,47.55,58.49,13.48,96208.42,9.8,23.3,0,18.61,19.68,low
108.71,medium,98.41,15.38,63.27,440669.33,41.3,97.08,0,58.63,82.83,critical
7.06,low,54.25,66.86,16.01,139546.76,21.4,34.24,0,15.43,23.82,low
86.76,high,90.3,8.78,57.77,429164.76,40.2,85.61,1,52.37,86.08,critical
-2.32,low,11.55,97.6,2.43,17411.61,3.5,6.07,0,4.88,3.75,low
0.43,low,4.7,96.42,7.33,10468.92,7.4,3.72,0,6.39,4.11,low
6.11,low,18.97,81.17,0.62,18096.71,1.7,12.93,0,5.05,7.46,low
-0.52,low,6.65,86.38,0.88,13485.17,6.2,9.86,0,7.86,4.99,low
66.38,medium,84.48,37.35,25.63,194306.79,27.0,73.99,1,40.93,59.54,medium
71.76,medium,65.9,25.15,35.73,152338.91,33.8,51.03,1,44.5,59.24,medium
105.92,high,91.59,2.24,66.59,485588.93,42.5,96.56,1,53.95,94.12,critical
41.28,high,82.0,43.06,41.15,171455.62,19.3,52.39,0,45.81,54.46,medium
0.12,low,18.6,97.77,2.15,17349.18,6.0,0.69,0,1.81,4.38,low
91.91,high,99.08,5.01,62.68,492772.1,38.1,93.68,0,48.18,86.51,critical
97.08,high,87.89,8.47,59.16,381620.49,42.7,88.03,1,56.18,87.6,critical
50.39,high,68.08,30.58,31.53,286465.73,27.6,66.83,0,41.92,59.77,medium
85.27,high,97.99,18.36,61.32,479315.56,41.4,85.19,1,53.21,87.6,critical
39.03,low,38.84,62.37,5.92,81034.56,19.8,46.53,1,26.69,31.2,medium
87.64,high,83.87,16.68,63.46,383624.41,38.4,80.51,1,58.26,83.88,critical
23.62,low,20.99,73.1,18.93,77100.99,11.6,20.19,0,23.78,18.76,low
112.65,low,98.83,18.35,60.73,411003.95,40.6,81.26,1,57.65,78.84,high
0.61,low,12.11,94.28,7.75,22327.05,6.9,19.15,0,2.74,6.47,low
-1.17,low,18.98,82.45,1.94,6331.31,0.9,6.4,0,4.09,5.34,low
88.33,medium,89.94,1.47,64.83,433796.65,44.5,88.7,1,50.13,82.81,critical
65.2,high,80.13,48.97,38.82,251050.28,29.4,74.42,1,40.61,66.89,high
107.59,high,98.27,4.28,61.41,410172.85,38.2,95.72,1,50.56,91.58,critical
100.09,medium,82.52,15.4,58.35,412409.1,38.8,97.47,1,54.37,81.41,critical
113.88,high,82.12,11.81,67.98,404680.26,42.5,93.59,1,54.04,91.47,critical
2.87,low,15.19,92.3,2.98,18648.79,0.0,15.9,0,1.01,5.24,low
15.79,low,42.97,66.7,19.53,118242.72,12.2,34.98,0,10.6,22.05,low
31.22,low,31.87,51.52,10.23,184679.09,11.6,31.8,0,23.8,26.15,low
9.23,medium,23.13,75.63,10.14,196132.5,16.5,32.64,0,13.06,25.14,low
2.89,low,4.59,90.59,4.43,14215.59,1.3,10.23,0,7.39,4.39,low
5.74,low,12.37,82.73,1.41,20362.18,2.9,11.32,0,2.16,6.47,low
84.77,high,94.38,15.8,64.12,499979.01,38.8,97.95,0,53.08,84.68,critical
95.23,high,89.86,5.51,66.17,474896.07,40.8,88.55,1,57.28,90.59,critical
-1.67,low,16.22,96.04,1.03,6169.65,2.0,11.57,0,7.47,4.39,low
117.71,high,92.47,17.95,65.52,417711.3,38.8,97.88,1,56.86,92.71,critical
48.59,high,69.27,37.59,48.09,370010.66,25.5,58.03,1,34.45,65.15,high
8.14,medium,14.44,97.75,4.63,38432.34,2.5,19.58,0,1.76,13.02,low
39.79,high,81.91,45.54,45.93,192390.3,30.1,54.06,0,37.83,56.48,medium
28.0,medium,54.65,79.97,22.14,24886.02,10.4,28.9,0,24.06,28.52,low
93.96,low,91.89,5.17,57.32,395067.8,39.0,98.13,1,53.19,75.92,high
31.31,medium,46.56,57.34,20.37,174973.3,9.1,43.96,0,11.2,33.94,medium
5.93,high,25.8,62.41,8.51,182738.99,20.4,33.82,1,19.71,36.92,medium
100.68,high,94.18,12.61,66.04,395648.08,44.0,92.69,1,59.51,90.53,critical
36.97,high,77.06,30.17,43.95,312041.15,27.5,62.27,0,40.23,59.94,medium
